date,ticker,open,high,low,close,volume
2022-10-28,BBCA,9610,9800,9610,9790,12626343
2022-10-31,BBCA,9880,10050,9570,9740,23384166
2022-11-01,BBCA,9810,10090,9730,10010,11026688
2022-11-02,BBCA,10060,10220,9990,10150,7785810
2022-11-03,BBCA,10190,10380,9800,9980,8551993
2022-11-04,BBCA,9870,10090,9550,9760,10302430
2022-11-07,BBCA,9760,9910,9690,9850,15102577
2022-11-08,BBCA,9870,10020,9660,9800,5752761
2022-11-09,BBCA,9780,9820,9700,9740,15040530
2022-11-10,BBCA,9790,9840,9740,9790,6553737
2022-11-11,BBCA,9860,10060,9760,9960,16060274
2022-11-14,BBCA,9960,9980,9930,9940,25763355
2022-11-15,BBCA,9880,9910,9770,9790,15277364
2022-11-16,BBCA,9810,9890,9710,9790,14565421
2022-11-17,BBCA,9810,9900,9740,9830,9321865
2022-11-18,BBCA,9830,9960,9720,9850,6766040
2022-11-21,BBCA,9830,9890,9790,9840,17714728
2022-11-22,BBCA,9830,9890,9690,9750,9782858
2022-11-23,BBCA,9780,9870,9610,9710,8613143
2022-11-24,BBCA,9720,9920,9610,9810,26859316
2022-11-25,BBCA,9750,10040,9430,9710,15830316
2022-11-28,BBCA,9690,9860,9500,9660,19640233
2022-11-29,BBCA,9720,9790,9540,9610,16249588
2022-11-30,BBCA,9680,9760,9670,9750,6193180
2022-12-01,BBCA,9790,9840,9720,9770,8996063
2022-12-02,BBCA,9760,10030,9540,9800,11806305
2022-12-05,BBCA,9760,9930,9540,9710,7216804
2022-12-06,BBCA,9570,9630,9480,9540,13143766
2022-12-07,BBCA,9460,9550,9360,9450,3636041
2022-12-08,BBCA,9450,9560,9220,9320,12149521
2022-12-09,BBCA,9310,9390,9120,9210,9114741
2022-12-12,BBCA,9240,9270,9130,9160,9624704
2022-12-13,BBCA,9180,9200,9060,9070,5434787
2022-12-14,BBCA,9080,9310,8980,9200,19975764
2022-12-15,BBCA,9170,9230,9070,9120,22210071
2022-12-16,BBCA,9160,9300,9130,9260,6621495
2022-12-19,BBCA,9300,9340,9290,9330,7995917
2022-12-20,BBCA,9390,9450,9350,9420,5373406
2022-12-21,BBCA,9420,9670,9170,9420,10819482
2022-12-22,BBCA,9380,9460,9210,9290,17819112
2022-12-23,BBCA,9320,9500,9250,9420,10853568
2022-12-26,BBCA,9440,9470,9420,9450,33415262
2022-12-27,BBCA,9510,9510,9430,9440,11980130
2022-12-28,BBCA,9510,9570,9410,9480,7777228
2022-12-29,BBCA,9480,9650,9380,9540,15702504
2022-12-30,BBCA,9480,9720,9310,9540,4163991
2023-01-02,BBCA,9520,9860,9250,9580,4049630
2023-01-03,BBCA,9550,9640,9500,9590,5033506
2023-01-04,BBCA,9610,9670,9410,9470,14601673
2023-01-05,BBCA,9490,9660,9370,9530,6250398
2023-01-06,BBCA,9640,10070,9450,9870,16700499
2023-01-09,BBCA,9850,9980,9700,9830,9512176
2023-01-10,BBCA,9880,9940,9760,9820,7826497
2023-01-11,BBCA,9790,9950,9690,9850,5256429
2023-01-12,BBCA,9820,10040,9630,9840,9264083
2023-01-13,BBCA,9920,10210,9860,10150,7185265
2023-01-16,BBCA,10130,10210,9990,10070,12422491
2023-01-17,BBCA,10110,10230,10020,10140,4205577
2023-01-18,BBCA,10110,10380,9920,10180,5352692
2023-01-19,BBCA,10120,10220,9980,10080,7979510
2023-01-20,BBCA,10100,10200,10060,10160,16254639
2023-01-23,BBCA,10160,10260,10150,10250,13657114
2023-01-24,BBCA,10180,10340,10120,10280,10060688
2023-01-25,BBCA,10290,10300,10160,10170,12802501
2023-01-26,BBCA,10150,10310,10070,10230,14943976
2023-01-27,BBCA,10170,10290,10000,10120,7379856
2023-01-30,BBCA,10130,10200,9900,9970,18149345
2023-01-31,BBCA,10050,10120,9920,9990,11390827
2023-02-01,BBCA,10010,10210,9910,10110,11116044
2023-02-02,BBCA,10160,10400,9990,10230,12597746
2023-02-03,BBCA,10270,10430,10220,10370,14723637
2023-02-06,BBCA,10380,10530,10280,10420,6965762
2023-02-07,BBCA,10420,10530,10360,10470,12175567
2023-02-08,BBCA,10480,10610,10340,10470,10442204
2023-02-09,BBCA,10440,10510,10280,10360,3913063
2023-02-10,BBCA,10330,10510,10030,10210,13893844
2023-02-13,BBCA,10310,10330,10300,10330,7228671
2023-02-14,BBCA,10320,10390,10070,10140,8325404
2023-02-15,BBCA,10150,10160,10060,10070,18875060
2023-02-16,BBCA,10110,10340,9920,10140,9236136
2023-02-17,BBCA,10200,10410,10120,10320,6770086
2023-02-20,BBCA,10360,10470,10170,10270,8652419
2023-02-21,BBCA,10300,10420,10230,10360,9026404
2023-02-22,BBCA,10290,10650,10140,10490,19875007
2023-02-23,BBCA,10500,10730,10300,10530,7091763
2023-02-24,BBCA,10560,10760,10240,10430,6580362
2023-02-27,BBCA,10440,10510,10390,10460,13620410
2023-02-28,BBCA,10380,10460,10220,10300,10199015
2023-03-01,BBCA,10370,10440,10270,10340,9969263
2023-03-02,BBCA,10310,10450,10100,10240,9383409
2023-03-03,BBCA,10220,10420,9930,10120,17065931
2023-03-06,BBCA,10060,10210,9910,10060,12840864
2023-03-07,BBCA,10020,10140,9950,10060,9416885
2023-03-08,BBCA,10120,10410,9900,10190,10901337
2023-03-09,BBCA,10150,10250,10050,10150,8567194
2023-03-10,BBCA,10160,10290,10140,10260,14360782
2023-03-13,BBCA,10240,10250,10210,10220,17514007
2023-03-14,BBCA,10180,10200,10140,10160,25223046
2023-03-15,BBCA,10160,10380,10060,10280,13655203
2023-03-16,BBCA,10320,10520,10040,10240,12661417
2023-03-17,BBCA,10300,10410,10170,10270,9820602
2023-03-20,BBCA,10250,10310,10140,10210,7510430
2023-03-21,BBCA,10220,10240,10180,10200,6143793
2023-03-22,BBCA,10170,10320,10120,10270,11629972
2023-03-23,BBCA,10300,10550,10140,10390,6250019
2023-03-24,BBCA,10420,10600,10270,10450,10923367
2023-03-27,BBCA,10350,10440,10310,10400,9554507
2023-03-28,BBCA,10470,10500,10350,10380,5254342
2023-03-29,BBCA,10420,10580,10330,10490,17584758
2023-03-30,BBCA,10510,10820,10320,10630,9184812
2023-03-31,BBCA,10610,10750,10450,10590,6366494
2023-04-03,BBCA,10620,10920,10410,10710,17582172
2023-04-04,BBCA,10750,10770,10700,10720,12882504
2023-04-05,BBCA,10720,10900,10540,10720,7206407
2023-04-06,BBCA,10700,10750,10630,10680,20481816
2023-04-07,BBCA,10680,10690,10640,10650,12167864
2023-04-10,BBCA,10610,10700,10380,10460,20515440
2023-04-11,BBCA,10480,10840,10310,10670,3917949
2023-04-12,BBCA,10680,10810,10510,10640,9387199
2023-04-13,BBCA,10600,10730,10580,10710,3851164
2023-04-14,BBCA,10690,10830,10630,10760,7055958
2023-04-17,BBCA,10770,10880,10620,10730,5259210
2023-04-18,BBCA,10690,10770,10590,10670,10573852
2023-04-19,BBCA,10670,10690,10640,10660,6585292
2023-04-20,BBCA,10650,10840,10370,10550,9316114
2023-04-21,BBCA,10560,10640,10480,10560,7010201
2023-04-24,BBCA,10600,10720,10460,10580,18038032
2023-04-25,BBCA,10520,10680,10250,10410,9199143
2023-04-26,BBCA,10420,10530,10230,10340,18955757
2023-04-27,BBCA,10300,10430,10100,10230,6476838
2023-04-28,BBCA,10220,10350,10140,10270,9074237
2023-05-01,BBCA,10290,10380,10180,10260,5090491
2023-05-02,BBCA,10210,10360,10060,10210,6689414
2023-05-03,BBCA,10140,10250,9980,10090,13761407
2023-05-04,BBCA,10030,10100,9910,9970,21819867
2023-05-05,BBCA,9970,10290,9570,9870,21523497
2023-05-08,BBCA,9880,9950,9750,9820,12126930
2023-05-09,BBCA,9850,9880,9720,9750,8825106
2023-05-10,BBCA,9690,9720,9580,9610,10014063
2023-05-11,BBCA,9630,9760,9540,9670,18896551
2023-05-12,BBCA,9590,9670,9370,9450,20076478
2023-05-15,BBCA,9380,9480,9230,9340,9262371
2023-05-16,BBCA,9400,9650,9200,9440,14982805
2023-05-17,BBCA,9440,9560,9330,9450,5499796
2023-05-18,BBCA,9420,9490,9280,9350,7179710
2023-05-19,BBCA,9340,9410,9320,9390,15138409
2023-05-22,BBCA,9430,9560,9350,9480,9568999
2023-05-23,BBCA,9510,9640,9320,9440,5284727
2023-05-24,BBCA,9440,9640,9310,9500,7166409
2023-05-25,BBCA,9470,9670,9280,9470,15072186
2023-05-26,BBCA,9550,9630,9410,9480,9103913
2023-05-29,BBCA,9490,9760,9340,9610,8664745
2023-05-30,BBCA,9660,9730,9650,9720,11698890
2023-05-31,BBCA,9650,9680,9520,9550,8087240
2023-06-01,BBCA,9540,9690,9480,9630,8979800
2023-06-02,BBCA,9680,9760,9580,9660,6533759
2023-06-05,BBCA,9620,9810,9550,9740,10558180
2023-06-06,BBCA,9710,9850,9470,9600,5276368
2023-06-07,BBCA,9710,9980,9570,9830,7861662
2023-06-08,BBCA,9870,10090,9780,10000,5900100
2023-06-09,BBCA,9960,10170,9760,9970,10747835
2023-06-12,BBCA,9960,10040,9740,9820,8889425
2023-06-13,BBCA,9830,9840,9790,9800,6057927
2023-06-14,BBCA,9810,9960,9600,9750,5156202
2023-06-15,BBCA,9750,9960,9690,9900,9757688
2023-06-16,BBCA,9960,10050,9890,9980,4885712
2023-06-19,BBCA,9990,10160,9800,9960,17940267
2023-06-20,BBCA,9970,10120,9780,9930,14315830
2023-06-21,BBCA,9940,9960,9910,9930,19361150
2023-06-22,BBCA,9840,10030,9710,9910,13865589
2023-06-23,BBCA,10010,10250,9820,10060,14284950
2023-06-26,BBCA,10110,10140,10050,10080,10374067
2023-06-27,BBCA,10040,10270,9920,10130,9572337
2023-06-28,BBCA,10150,10390,9960,10200,5347178
2023-06-29,BBCA,10300,10500,10120,10330,6938154
2023-06-30,BBCA,10360,10570,10170,10380,8502096
2023-07-03,BBCA,10340,10550,10260,10460,29247506
2023-07-04,BBCA,10420,10750,10100,10430,8512081
2023-07-05,BBCA,10500,10710,10410,10620,16035044
2023-07-06,BBCA,10540,10600,10380,10440,12567492
2023-07-07,BBCA,10440,10770,10100,10420,8113310
2023-07-10,BBCA,10450,10550,10380,10480,21664184
2023-07-11,BBCA,10430,10540,10330,10440,7590173
2023-07-12,BBCA,10460,10560,10360,10470,12820875
2023-07-13,BBCA,10500,10590,10430,10520,7106637
2023-07-14,BBCA,10600,10860,10450,10710,13174078
2023-07-17,BBCA,10720,10900,10610,10790,8317693
2023-07-18,BBCA,10800,11090,10630,10920,23907954
2023-07-19,BBCA,10970,10980,10870,10890,15364991
2023-07-20,BBCA,10930,11090,10810,10970,10320993
2023-07-21,BBCA,11010,11060,10940,10980,5331349
2023-07-24,BBCA,11090,11190,11060,11160,15557798
2023-07-25,BBCA,11140,11200,10960,11010,22346530
2023-07-26,BBCA,11050,11150,11000,11110,3359704
2023-07-27,BBCA,11150,11390,10870,11100,4333261
2023-07-28,BBCA,11080,11150,11080,11150,11003331
2023-07-31,BBCA,11070,11170,10890,10990,7870391
2023-08-01,BBCA,10980,11070,10910,11000,9438636
2023-08-02,BBCA,11030,11460,10840,11260,12182279
2023-08-03,BBCA,11280,11290,11150,11160,7077053
2023-08-04,BBCA,11270,11570,11050,11340,11139586
2023-08-07,BBCA,11300,11520,11080,11290,16730419
2023-08-08,BBCA,11250,11310,11160,11220,8969790
2023-08-09,BBCA,11300,11390,11250,11350,5556567
2023-08-10,BBCA,11400,11590,11360,11540,8433855
2023-08-11,BBCA,11520,11520,11330,11330,6517372
2023-08-14,BBCA,11370,11370,11330,11330,15387330
2023-08-15,BBCA,11330,11370,11220,11260,14852507
2023-08-16,BBCA,11320,11660,11040,11370,16645142
2023-08-17,BBCA,11410,11510,11330,11420,7717593
2023-08-18,BBCA,11390,11460,11270,11350,13764218
2023-08-21,BBCA,11360,11390,11320,11340,10822650
2023-08-22,BBCA,11250,11290,11180,11230,7982826
2023-08-23,BBCA,11170,11350,11150,11320,9159207
2023-08-24,BBCA,11340,11490,11150,11310,5027840
2023-08-25,BBCA,11340,11500,11120,11280,12882757
2023-08-28,BBCA,11230,11430,10910,11110,7821433
2023-08-29,BBCA,11160,11170,11090,11100,10661939
2023-08-30,BBCA,11050,11110,10870,10920,15396193
2023-08-31,BBCA,10950,11280,10780,11100,13827349
2023-09-01,BBCA,11110,11270,10980,11130,14655072
2023-09-04,BBCA,11110,11240,11090,11220,6654249
2023-09-05,BBCA,11340,11490,11320,11470,16412138
2023-09-06,BBCA,11440,11630,11290,11470,10879002
2023-09-07,BBCA,11410,11520,11410,11520,15607167
2023-09-08,BBCA,11570,11620,11470,11520,14531801
2023-09-11,BBCA,11480,11600,11420,11540,46693887
2023-09-12,BBCA,11540,11830,11330,11620,29500206
2023-09-13,BBCA,11760,12040,11610,11890,14410501
2023-09-14,BBCA,11840,11910,11730,11800,8797883
2023-09-15,BBCA,11840,11960,11750,11880,13819287
2023-09-18,BBCA,11850,12000,11600,11740,5225448
2023-09-19,BBCA,11750,11880,11670,11800,14729940
2023-09-20,BBCA,11780,12110,11570,11900,20262182
2023-09-21,BBCA,11960,12090,11610,11730,7779686
2023-09-22,BBCA,11690,11850,11490,11640,8079500
2023-09-25,BBCA,11650,11790,11350,11480,7822023
2023-09-26,BBCA,11470,11570,11300,11390,13146308
2023-09-27,BBCA,11340,11390,11310,11360,19165670
2023-09-28,BBCA,11390,11600,11140,11350,23492884
2023-09-29,BBCA,11400,11460,11370,11440,7250244
2023-10-02,BBCA,11390,11560,11180,11340,18509427
2023-10-03,BBCA,11370,11590,11190,11400,20732100
2023-10-04,BBCA,11420,11430,11400,11410,4506135
2023-10-05,BBCA,11490,11540,11480,11530,12129367
2023-10-06,BBCA,11500,11570,11500,11570,5990047
2023-10-09,BBCA,11610,11640,11580,11600,19546267
2023-10-10,BBCA,11730,12000,11720,11990,12660257
2023-10-11,BBCA,11980,12160,11760,11930,17959541
2023-10-12,BBCA,11910,12000,11760,11840,4079372
2023-10-13,BBCA,11820,11820,11740,11750,7546634
2023-10-16,BBCA,11860,12210,11780,12130,8383803
2023-10-17,BBCA,12120,12350,12030,12260,14900529
2023-10-18,BBCA,12260,12370,12110,12220,9319357
2023-10-19,BBCA,12290,12540,12090,12330,22635587
2023-10-20,BBCA,12420,12660,12070,12310,17672600
2023-10-23,BBCA,12270,12340,11990,12070,10271024
2023-10-24,BBCA,12130,12200,12040,12110,7009397
2023-10-25,BBCA,12140,12310,12110,12280,4899267
2023-10-26,BBCA,12350,12720,12050,12410,14512597
2023-10-27,BBCA,12360,12410,12180,12230,6208234
2023-10-30,BBCA,12280,12600,12070,12380,11024940
2023-10-31,BBCA,12390,12560,12280,12450,16175339
2023-11-01,BBCA,12470,12510,12470,12510,21216744
2023-11-02,BBCA,12540,13010,12250,12710,10566036
2023-11-03,BBCA,12720,12740,12640,12660,16102725
2023-11-06,BBCA,12570,12640,12530,12600,11177582
2023-11-07,BBCA,12570,12580,12540,12550,14272586
2023-11-08,BBCA,12550,12800,12280,12530,14617081
2023-11-09,BBCA,12650,12900,12400,12650,23595293
2023-11-10,BBCA,12670,12860,12360,12550,9488757
2023-11-13,BBCA,12590,12870,12410,12690,15304291
2023-11-14,BBCA,12690,13010,12410,12720,5919171
2023-11-15,BBCA,12750,12850,12660,12760,28671159
2023-11-16,BBCA,12690,12840,12580,12730,25472571
2023-11-17,BBCA,12750,12810,12670,12720,15688381
2023-11-20,BBCA,12680,12690,12670,12690,13111802
2023-11-21,BBCA,12670,12750,12610,12680,8116307
2023-11-22,BBCA,12620,12670,12600,12650,9569321
2023-11-23,BBCA,12730,12830,12590,12690,7681092
2023-11-24,BBCA,12730,13050,12680,13000,10686064
2023-11-27,BBCA,13040,13420,12840,13220,8810633
2023-11-28,BBCA,13140,13280,13070,13200,18607902
2023-11-29,BBCA,13120,13200,12920,13000,5166795
2023-11-30,BBCA,13090,13440,12930,13280,13724182
2023-12-01,BBCA,13290,13310,13250,13270,9029780
2023-12-04,BBCA,13300,13440,13020,13150,23696571
2023-12-05,BBCA,13060,13080,12930,12960,4456436
2023-12-06,BBCA,12890,13050,12530,12690,15273533
2023-12-07,BBCA,12690,12830,12490,12630,8350119
2023-12-08,BBCA,12650,13030,12360,12740,3584174
2023-12-11,BBCA,12690,12730,12460,12500,25007906
2023-12-12,BBCA,12610,12820,12540,12740,10942667
2023-12-13,BBCA,12750,12890,12610,12750,16962229
2023-12-14,BBCA,12630,12690,12520,12580,10224533
2023-12-15,BBCA,12550,12560,12410,12420,23660706
2023-12-18,BBCA,12410,12580,12290,12470,6696638
2023-12-19,BBCA,12500,12710,12320,12520,7860694
2023-12-20,BBCA,12580,12860,12250,12530,8516055
2023-12-21,BBCA,12480,12520,12450,12500,19475804
2023-12-22,BBCA,12450,12600,12150,12300,12964499
2023-12-25,BBCA,12340,12420,12320,12390,7012447
2023-12-26,BBCA,12520,12750,12420,12650,4398333
2023-12-27,BBCA,12630,12760,12620,12750,6538487
2023-12-28,BBCA,12700,12750,12670,12720,7767382
2023-12-29,BBCA,12660,12770,12380,12500,12447352
2019-01-02,BBRI,4470,4470,4460,4460,5636253
2019-01-03,BBRI,4460,4500,4360,4400,9152698
2019-01-04,BBRI,4400,4460,4330,4390,15396600
2019-01-07,BBRI,4380,4420,4360,4410,10675115
2019-01-08,BBRI,4400,4470,4400,4470,15338414
2019-01-09,BBRI,4470,4480,4440,4450,7155597
2019-01-10,BBRI,4470,4570,4390,4490,7375512
2019-01-11,BBRI,4540,4560,4500,4520,14563104
2019-01-14,BBRI,4530,4620,4410,4490,5953671
2019-01-15,BBRI,4500,4590,4440,4530,10187597
2019-01-16,BBRI,4550,4640,4500,4590,9937530
2019-01-17,BBRI,4600,4630,4560,4590,7205961
2019-01-18,BBRI,4560,4560,4550,4550,5984757
2019-01-21,BBRI,4580,4630,4560,4610,18663734
2019-01-22,BBRI,4580,4650,4530,4600,13376632
2019-01-23,BBRI,4620,4660,4610,4650,11464351
2019-01-24,BBRI,4650,4730,4620,4690,4990694
2019-01-25,BBRI,4660,4670,4630,4640,23495697
2019-01-28,BBRI,4600,4640,4540,4590,14715469
2019-01-29,BBRI,4600,4610,4600,4600,7709850
2019-01-30,BBRI,4610,4620,4520,4520,6832132
2019-01-31,BBRI,4570,4590,4560,4580,12376146
2019-02-01,BBRI,4570,4630,4500,4550,9908598
2019-02-04,BBRI,4560,4580,4460,4480,6644751
2019-02-05,BBRI,4470,4520,4430,4470,25416122
2019-02-06,BBRI,4480,4530,4430,4480,18118831
2019-02-07,BBRI,4460,4570,4380,4490,6831619
2019-02-08,BBRI,4470,4500,4410,4450,6547407
2019-02-11,BBRI,4450,4580,4300,4430,14923560
2019-02-12,BBRI,4460,4600,4320,4460,12610593
2019-02-13,BBRI,4480,4630,4330,4480,11335560
2019-02-14,BBRI,4450,4470,4370,4390,9820201
2019-02-15,BBRI,4390,4460,4230,4300,14260327
2019-02-18,BBRI,4260,4330,4190,4250,14685507
2019-02-19,BBRI,4250,4280,4240,4270,10073139
2019-02-20,BBRI,4230,4310,4150,4220,6232951
2019-02-21,BBRI,4180,4290,4070,4170,4114990
2019-02-22,BBRI,4170,4200,4120,4160,13250063
2019-02-25,BBRI,4150,4200,4090,4140,4577642
2019-02-26,BBRI,4140,4220,4130,4210,11885938
2019-02-27,BBRI,4220,4240,4170,4190,12149118
2019-02-28,BBRI,4240,4310,4200,4280,12385278
2019-03-01,BBRI,4270,4440,4110,4270,4313882
2019-03-04,BBRI,4270,4370,4120,4220,11886352
2019-03-05,BBRI,4210,4280,4180,4240,11521063
2019-03-06,BBRI,4230,4270,4180,4220,7364668
2019-03-07,BBRI,4290,4460,4260,4430,6197517
2019-03-08,BBRI,4390,4400,4280,4290,9451609
2019-03-11,BBRI,4260,4300,4210,4250,10361509
2019-03-12,BBRI,4220,4310,4210,4290,19637557
2019-03-13,BBRI,4260,4290,4210,4240,5921302
2019-03-14,BBRI,4260,4330,4160,4220,9931852
2019-03-15,BBRI,4250,4320,4200,4280,13510728
2019-03-18,BBRI,4250,4250,4190,4190,18019576
2019-03-19,BBRI,4170,4260,4140,4230,15581997
2019-03-20,BBRI,4250,4270,4230,4240,8641344
2019-03-21,BBRI,4210,4320,4130,4240,3752331
2019-03-22,BBRI,4230,4250,4220,4230,14858385
2019-03-25,BBRI,4230,4280,4150,4200,16262465
2019-03-26,BBRI,4190,4280,4110,4200,16221735
2019-03-27,BBRI,4200,4320,4130,4260,9389543
2019-03-28,BBRI,4250,4330,4240,4320,14722927
2019-03-29,BBRI,4290,4320,4230,4270,6968340
2019-04-01,BBRI,4290,4430,4280,4410,6496931
2019-04-02,BBRI,4450,4510,4410,4470,8401243
2019-04-03,BBRI,4450,4530,4390,4470,16547974
2019-04-04,BBRI,4470,4480,4450,4470,7975693
2019-04-05,BBRI,4470,4530,4470,4530,16980937
2019-04-08,BBRI,4490,4540,4400,4450,9690256
2019-04-09,BBRI,4410,4440,4330,4360,6009977
2019-04-10,BBRI,4330,4390,4270,4330,15991604
2019-04-11,BBRI,4310,4420,4190,4300,31445342
2019-04-12,BBRI,4300,4390,4290,4390,6918019
2019-04-15,BBRI,4360,4370,4340,4350,13345424
2019-04-16,BBRI,4320,4380,4250,4310,4338539
2019-04-17,BBRI,4350,4550,4250,4440,11488079
2019-04-18,BBRI,4400,4430,4370,4400,11073423
2019-04-19,BBRI,4390,4480,4300,4390,5655121
2019-04-22,BBRI,4340,4340,4340,4340,17751259
2019-04-23,BBRI,4350,4410,4230,4280,6667149
2019-04-24,BBRI,4270,4290,4220,4250,23791676
2019-04-25,BBRI,4290,4360,4230,4300,4740476
2019-04-26,BBRI,4330,4370,4310,4350,7041429
2019-04-29,BBRI,4330,4350,4280,4290,11384177
2019-04-30,BBRI,4260,4380,4190,4310,7507134
2019-05-01,BBRI,4330,4420,4270,4360,7935727
2019-05-02,BBRI,4350,4420,4220,4290,5552196
2019-05-03,BBRI,4280,4290,4280,4290,21132700
2019-05-06,BBRI,4320,4400,4280,4360,26929847
2019-05-07,BBRI,4350,4380,4340,4380,15712689
2019-05-08,BBRI,4360,4450,4280,4370,6155486
2019-05-09,BBRI,4390,4530,4380,4520,13153910
2019-05-10,BBRI,4490,4550,4390,4440,4099451
2019-05-13,BBRI,4450,4560,4370,4480,10669199
2019-05-14,BBRI,4500,4670,4370,4540,26059064
2019-05-15,BBRI,4530,4560,4500,4530,24810890
2019-05-16,BBRI,4530,4590,4460,4520,16849736
2019-05-17,BBRI,4570,4610,4560,4600,14787258
2019-05-20,BBRI,4620,4640,4580,4600,14074487
2019-05-21,BBRI,4570,4690,4380,4500,13573792
2019-05-22,BBRI,4500,4580,4410,4490,4897567
2019-05-23,BBRI,4500,4590,4390,4480,12596078
2019-05-24,BBRI,4500,4690,4350,4530,8101085
2019-05-27,BBRI,4580,4730,4510,4660,6127323
2019-05-28,BBRI,4660,4820,4590,4750,12721083
2019-05-29,BBRI,4740,4760,4730,4750,17254096
2019-05-30,BBRI,4750,4850,4630,4730,12254397
2019-05-31,BBRI,4760,4840,4710,4780,10320168
2019-06-03,BBRI,4810,4920,4780,4900,8742436
2019-06-04,BBRI,4880,4910,4800,4830,5201238
2019-06-05,BBRI,4850,4950,4830,4930,11884823
2019-06-06,BBRI,4920,4920,4890,4890,9991581
2019-06-07,BBRI,4890,4910,4860,4880,12484009
2019-06-10,BBRI,4840,4900,4740,4790,18425875
2019-06-11,BBRI,4800,4850,4770,4820,7967549
2019-06-12,BBRI,4750,4860,4600,4700,18007909
2019-06-13,BBRI,4710,4760,4680,4720,10953481
2019-06-14,BBRI,4710,4730,4700,4730,18410851
2019-06-17,BBRI,4740,4850,4680,4780,7188868
2019-06-18,BBRI,4780,4890,4640,4750,21071320
2019-06-19,BBRI,4760,4840,4690,4770,4605588
2019-06-20,BBRI,4740,4770,4700,4720,8732520
2019-06-21,BBRI,4700,4730,4620,4650,5446595
2019-06-24,BBRI,4640,4750,4580,4680,10477366
2019-06-25,BBRI,4740,4790,4720,4760,14406586
2019-06-26,BBRI,4780,4930,4700,4850,6504682
2019-06-27,BBRI,4880,4890,4870,4890,6899917
2019-06-28,BBRI,4860,4980,4740,4860,4502681
2019-07-01,BBRI,4840,4890,4710,4750,6141064
2019-07-02,BBRI,4780,4890,4690,4790,3861172
2019-07-03,BBRI,4770,4850,4630,4710,6527058
2019-07-04,BBRI,4710,4780,4700,4760,15076164
2019-07-05,BBRI,4800,4830,4780,4810,11473696
2019-07-08,BBRI,4780,4810,4740,4770,5069014
2019-07-09,BBRI,4810,4930,4670,4780,5937540
2019-07-10,BBRI,4800,4820,4750,4770,6334779
2019-07-11,BBRI,4760,4800,4580,4630,9270442
2019-07-12,BBRI,4600,4630,4470,4500,3781668
2019-07-15,BBRI,4510,4600,4420,4510,7807396
2019-07-16,BBRI,4490,4590,4450,4550,21503343
2019-07-17,BBRI,4510,4620,4410,4520,5245996
2019-07-18,BBRI,4520,4600,4340,4420,19941775
2019-07-19,BBRI,4420,4560,4400,4540,11035345
2019-07-22,BBRI,4520,4530,4490,4500,9784023
2019-07-23,BBRI,4450,4470,4380,4410,24105995
2019-07-24,BBRI,4370,4370,4360,4360,14072869
2019-07-25,BBRI,4360,4480,4240,4360,12000004
2019-07-26,BBRI,4400,4490,4300,4390,7693138
2019-07-29,BBRI,4360,4410,4270,4310,12123594
2019-07-30,BBRI,4320,4380,4290,4350,18734619
2019-07-31,BBRI,4340,4370,4330,4370,12847831
2019-08-01,BBRI,4380,4520,4310,4450,11952682
2019-08-02,BBRI,4420,4470,4400,4450,3627396
2019-08-05,BBRI,4450,4520,4400,4460,5078425
2019-08-06,BBRI,4450,4620,4150,4310,14394814
2019-08-07,BBRI,4290,4330,4240,4280,12144113
2019-08-08,BBRI,4300,4330,4240,4270,4358800
2019-08-09,BBRI,4270,4310,4200,4250,6671208
2019-08-12,BBRI,4250,4280,4230,4260,16663055
2019-08-13,BBRI,4230,4240,4210,4220,22423489
2019-08-14,BBRI,4240,4310,4220,4290,10423492
2019-08-15,BBRI,4300,4420,4200,4310,11971167
2019-08-16,BBRI,4290,4310,4290,4310,3169245
2019-08-19,BBRI,4320,4430,4280,4390,5253494
2019-08-20,BBRI,4410,4450,4360,4400,16044450
2019-08-21,BBRI,4400,4430,4320,4350,24762008
2019-08-22,BBRI,4310,4390,4130,4210,8697976
2019-08-23,BBRI,4190,4240,4160,4210,5121095
2019-08-26,BBRI,4170,4180,4070,4080,8495504
2019-08-27,BBRI,4090,4150,4010,4070,4026841
2019-08-28,BBRI,4050,4140,3920,4010,3536632
2019-08-29,BBRI,4000,4140,3910,4040,13707896
2019-08-30,BBRI,4060,4100,3990,4040,7350478
2019-09-02,BBRI,4040,4160,3930,4050,4991375
2019-09-03,BBRI,4030,4140,3970,4090,18732996
2019-09-04,BBRI,4090,4190,4040,4140,9340976
2019-09-05,BBRI,4180,4300,4100,4220,6500932
2019-09-06,BBRI,4200,4240,4130,4170,12110274
2019-09-09,BBRI,4180,4230,4100,4150,10059897
2019-09-10,BBRI,4140,4150,4060,4080,6320322
2019-09-11,BBRI,4070,4080,3970,3990,11237322
2019-09-12,BBRI,3970,3990,3950,3970,16760695
2019-09-13,BBRI,3960,3980,3920,3940,10243526
2019-09-16,BBRI,3950,4080,3850,3980,22269871
2019-09-17,BBRI,4010,4110,3980,4080,6522494
2019-09-18,BBRI,4050,4090,4000,4040,7364031
2019-09-19,BBRI,3980,3980,3950,3960,7784080
2019-09-20,BBRI,3980,4010,3930,3970,7486931
2019-09-23,BBRI,4000,4100,3940,4040,9142718
2019-09-24,BBRI,4040,4060,4020,4040,8628535
2019-09-25,BBRI,4010,4020,3980,3990,10536988
2019-09-26,BBRI,4000,4050,3930,3970,12737151
2019-09-27,BBRI,4010,4120,3970,4070,6880154
